ExperimentControl	306	"StartTime = Jul 31, 2007 14:51:51.687"	"EndTime = Jul 31, 2007 14:54:36.299"	OperationCode = D1_B2_L2	OperationMode = 37	TestArticleName = HyDE	"Comments = ""Testing runs for HyDE for FY2007 IVHM Milestone (HyDE History=5)"""	FaultType = discrete	FaultMode = failed open	FaultLocation = ISH262	FaultInjection = manual	LoadLocation = 270	LoadName = PMP1	LoadSchedule = none	LoadLocation = 271	LoadName = LGT2	LoadSchedule = none	LoadLocation = 272	LoadName = FAN4	LoadSchedule = none	LoadLocation = 273	LoadName = LGT9	LoadSchedule = none																																																											
AntagonistData	2007-07-31 14:53:58.043 GMT-07:00	25.7578392	25.7578392	0.029297322	0.014648661	0.14648661	0.073243305	0.014648661	25.1865406	25.20119095	25.15724373	25.1865406	0.219729915	0.219729915	25.15724373	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	-0.003522506	0.004297693	-0.045370823	-38.47636052	17.11891998	0	0.439459831	0	0	71.86038208	69.89929199	70.30304718	70.93751526	72.23529053	71.9180603	71.02403259	66.49622345	69.4955368	67.64980316	67.04417419	67.56328583	67.27489471	88.50080109	73.30236053
AntagonistData	2007-07-31 14:53:58.543 GMT-07:00	25.7578392	25.77248764	0	0.014648661	0.073243305	0.14648661	0	25.1865406	25.1865406	25.1865406	25.15724373	0.219729915	0.219729915	25.17189217	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.045370823	-0.014090026	0.008207792	3.88E-04	-0.045370823	-38.38259219	17.7257181	0.219729915	0.439459831	0	0	71.86038208	69.87045288	70.27420807	70.90867615	72.20645142	71.9180603	71.02403259	66.52506256	69.52437592	67.64980316	67.04417419	67.56328583	67.27489471	88.50080109	73.30236053
AntagonistData	2007-07-31 14:53:59.045 GMT-07:00	25.7578392	25.7578392	0	0.014648661	0.073243305	0.073243305	0.014648661	25.1865406	25.1865406	25.17189217	25.17189217	0.29297322	0.219729915	25.15724373	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-38.38246068	17.59420572	0.219729915	0.219729915	0	0	71.9180603	69.87045288	70.27420807	70.90867615	72.20645142	71.88922119	71.0528717	66.52506256	69.52437592	67.67864227	66.98649597	67.56328583	67.27489471	88.35660553	73.36003876
AntagonistData	2007-07-31 14:53:59.545 GMT-07:00	25.74319077	25.77248764	0	0.014648661	0.073243305	0.073243305	0	25.1865406	25.1865406	25.1865406	25.17189217	0.219729915	0.14648661	25.15724373	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	-0.003522506	3.88E-04	-0.045370823	-38.18124674	17.85223301	0.219729915	0.439459831	0	0	71.9180603	69.89929199	70.33188629	70.93751526	72.20645142	71.88922119	71.0528717	66.49622345	69.61089325	67.67864227	66.98649597	67.56328583	67.24604797	88.35660553	73.36003876
AntagonistData	2007-07-31 14:54:00.045 GMT-07:00	25.74319077	25.7578392	0	0.014648661	0.073243305	0.073243305	0	25.17189217	25.1865406	25.17189217	25.1865406	0.219729915	0.219729915	25.17189217	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	0.008207792	0.012117892	-0.076653075	-0.014090026	0.008207792	3.88E-04	-0.045370823	-38.31749356	17.74833823	0	0.439459831	0	0	71.9180603	69.89929199	70.33188629	70.93751526	72.20645142	71.88922119	71.08171082	66.49622345	69.61089325	67.64980316	66.98649597	67.56328583	67.24604797	88.21240234	73.21583557
AntagonistData	2007-07-31 14:54:00.545 GMT-07:00	25.74319077	25.77248764	0.014648661	0.014648661	0.14648661	0.073243305	0.014648661	25.17189217	25.1865406	25.17189217	25.1865406	0.29297322	0.219729915	25.15724373	24.23437881	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.008207792	-0.076653075	-0.014090026	0.008207792	3.88E-04	-0.045370823	-38.4676807	17.66719509	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.33188629	70.93751526	72.20645142	71.88922119	71.08171082	66.52506256	69.61089325	67.64980316	66.98649597	67.59212494	67.21720886	88.21240234	73.21583557
AntagonistData	2007-07-31 14:54:01.045 GMT-07:00	25.74319077	25.77248764	0	0.029297322	0.073243305	0.073243305	0	25.1865406	25.1865406	25.17189217	25.17189217	0.219729915	0.14648661	25.15724373	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	0.008207792	3.88E-04	-0.045370823	-38.4007409	17.87314348	0	0.439459831	0	0	71.88922119	69.87045288	70.33188629	70.93751526	72.20645142	71.86038208	71.08171082	66.52506256	69.58205414	67.67864227	66.98649597	67.59212494	67.21720886	88.01052856	73.10047913
AntagonistData	2007-07-31 14:54:01.545 GMT-07:00	25.74319077	25.7578392	0.014648661	0.014648661	0.073243305	0.073243305	0.014648661	25.1865406	25.1865406	25.1865406	25.15724373	0.219729915	0.219729915	25.17189217	24.24902725	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	-0.003522506	0.012117892	-0.061011221	-0.014090026	0.008207792	0.004297693	-0.045370823	-38.56947128	17.67061441	0.219729915	0.439459831	0	0	71.86038208	69.84161377	70.30304718	70.90867615	72.20645142	71.86038208	71.08171082	66.55390167	69.58205414	67.67864227	66.98649597	67.53444672	67.21720886	88.01052856	73.10047913
AntagonistData	2007-07-31 14:54:02.045 GMT-07:00	25.74319077	25.77248764	0.029297322	0.014648661	0.14648661	0.14648661	0.014648661	25.1865406	25.20119095	25.15724373	25.1865406	0.219729915	0.14648661	25.17189217	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	0.004297693	-0.045370823	-38.46544499	17.83895026	0.219729915	0.439459831	0	0	71.86038208	69.84161377	70.30304718	70.90867615	72.1776123	71.86038208	71.02403259	66.55390167	69.55321503	67.67864227	67.04417419	67.53444672	67.21720886	87.77981567	73.10047913
AntagonistData	2007-07-31 14:54:02.545 GMT-07:00	25.74319077	25.7578392	0.014648661	0.029297322	0.073243305	0.073243305	0.014648661	25.17189217	25.20119095	25.15724373	25.1865406	0.219729915	0.14648661	25.15724373	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	3.88E-04	0.008207792	-0.076653075	-0.014090026	-0.003522506	0.004297693	-0.045370823	-38.57525783	17.70151982	0.219729915	0.439459831	0	0	71.86038208	69.84161377	70.27420807	70.90867615	72.1776123	71.86038208	71.02403259	66.55390167	69.55321503	67.67864227	67.04417419	67.5056076	67.24604797	87.77981567	73.12931824
AntagonistData	2007-07-31 14:54:03.045 GMT-07:00	25.7578392	25.77248764	0.029297322	0.014648661	0.14648661	0.073243305	0.014648661	25.17189217	25.20119095	25.17189217	25.17189217	0.29297322	0.219729915	25.17189217	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-38.17703834	18.07014902	0.219729915	0.439459831	0	0	71.86038208	69.84161377	70.27420807	70.93751526	72.1776123	71.88922119	71.0528717	66.40970612	69.58205414	67.64980316	67.04417419	67.5056076	67.24604797	87.72212982	73.12931824
AntagonistData	2007-07-31 14:54:03.545 GMT-07:00	25.74319077	25.77248764	0	0.029297322	0.073243305	0.073243305	0.014648661	25.1865406	25.1865406	25.17189217	25.1865406	0.219729915	0.14648661	25.17189217	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	0.008207792	3.88E-04	-0.045370823	-38.06683097	18.19561183	0.219729915	0.439459831	0	0	71.86038208	69.84161377	70.30304718	70.93751526	72.1776123	71.88922119	71.0528717	66.40970612	69.58205414	67.64980316	67.01533508	67.53444672	67.27489471	87.72212982	73.18699646
AntagonistData	2007-07-31 14:54:04.045 GMT-07:00	25.74319077	25.7578392	0	0.014648661	0.073243305	0.14648661	0.014648661	25.1865406	25.1865406	25.17189217	25.15724373	0.219729915	0.14648661	25.15724373	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-38.03658312	18.13195984	0.219729915	0.439459831	0	0	71.86038208	69.84161377	70.30304718	70.93751526	72.20645142	71.9180603	71.02403259	66.58274078	69.52437592	67.62096405	67.01533508	67.53444672	67.27489471	87.49141693	73.18699646
AntagonistData	2007-07-31 14:54:04.545 GMT-07:00	25.7578392	25.77248764	0.014648661	0	0.14648661	0.14648661	0.014648661	25.1865406	25.1865406	25.1865406	25.17189217	0.29297322	0.14648661	25.17189217	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	-0.003522506	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-37.94952192	18.48349243	0.219729915	0.219729915	0	0	71.88922119	69.87045288	70.30304718	70.93751526	72.20645142	71.9180603	71.02403259	66.58274078	69.52437592	67.62096405	66.98649597	67.56328583	67.18836975	87.49141693	73.15815735
AntagonistData	2007-07-31 14:54:05.045 GMT-07:00	25.74319077	25.77248764	0	0.014648661	0.073243305	0.14648661	0.014648661	25.1865406	25.20119095	25.15724373	25.17189217	0.219729915	0.219729915	25.17189217	24.26367569	24.24902725	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	-0.003522506	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-37.36665905	19.08345191	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.30304718	70.93751526	72.20645142	71.86038208	71.02403259	66.55390167	69.55321503	67.64980316	66.98649597	67.56328583	67.18836975	87.49141693	73.15815735
AntagonistData	2007-07-31 14:54:05.545 GMT-07:00	25.7578392	25.77248764	0	0.014648661	0.073243305	0.073243305	0.014648661	25.1865406	25.1865406	25.1865406	25.17189217	0.219729915	0.219729915	25.15724373	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.014090026	-37.23988112	19.29913222	0.219729915	0.439459831	0	0	71.86038208	69.87045288	70.30304718	70.93751526	72.20645142	71.86038208	71.02403259	66.55390167	69.55321503	67.64980316	67.18836975	67.59212494	67.15953064	87.34722137	73.01396179
AntagonistData	2007-07-31 14:54:06.045 GMT-07:00	25.7578392	25.7578392	0.014648661	0.029297322	0.073243305	0.073243305	0.014648661	25.1865406	25.20119095	25.15724373	25.1865406	0.29297322	0.219729915	25.15724373	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.008207792	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	-37.8674582	18.48638571	0.219729915	0.439459831	0	0	71.86038208	69.87045288	70.30304718	70.96635437	72.20645142	71.86038208	71.02403259	66.49622345	69.52437592	67.62096405	67.18836975	67.59212494	67.15953064	87.34722137	73.01396179
AntagonistData	2007-07-31 14:54:06.545 GMT-07:00	25.74319077	25.7578392	0	0.014648661	0.073243305	0.14648661	0.014648661	25.1865406	25.1865406	25.1865406	25.17189217	0.219729915	0.219729915	25.15724373	24.24902725	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.03283117	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-37.81419568	18.54070032	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.30304718	70.96635437	72.20645142	71.86038208	71.0528717	66.49622345	69.52437592	67.62096405	66.98649597	67.59212494	67.15953064	87.17417908	72.98512268
AntagonistData	2007-07-31 14:54:07.045 GMT-07:00	25.74319077	25.7578392	0	0.014648661	0.14648661	0.14648661	0	25.1865406	25.1865406	25.17189217	25.1865406	0.219729915	0.14648661	25.17189217	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.008207792	-0.076653075	-0.014090026	0.008207792	3.88E-04	-0.045370823	-37.78342179	18.52518186	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.30304718	70.93751526	72.20645142	71.86038208	71.0528717	66.52506256	69.55321503	67.62096405	66.98649597	67.59212494	67.21720886	87.17417908	72.98512268
AntagonistData	2007-07-31 14:54:07.545 GMT-07:00	25.7578392	25.7578392	0	0.014648661	0.073243305	0.14648661	0.014648661	25.1865406	25.20119095	25.1865406	25.15724373	0.29297322	0.219729915	25.17189217	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.045370823	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-37.97003785	18.46494919	0.219729915	0.439459831	0	0	71.86038208	69.87045288	70.30304718	70.93751526	72.20645142	71.86038208	71.0528717	66.52506256	69.55321503	67.62096405	66.92881775	67.62096405	67.21720886	87.00114441	73.01396179
AntagonistData	2007-07-31 14:54:08.045 GMT-07:00	25.7578392	25.77248764	0.029297322	0	0.073243305	0.073243305	0.014648661	25.1865406	25.1865406	25.15724373	25.1865406	0.29297322	0.219729915	25.17189217	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-37.55077639	18.72994663	0.219729915	0.439459831	0	0	71.86038208	69.89929199	70.27420807	70.90867615	72.20645142	71.86038208	71.0528717	66.49622345	69.58205414	67.62096405	66.92881775	67.62096405	67.18836975	87.00114441	73.01396179
AntagonistData	2007-07-31 14:54:08.545 GMT-07:00	25.7578392	25.77248764	0.029297322	0.014648661	0.14648661	0.073243305	0.014648661	25.1865406	25.20119095	25.17189217	25.1865406	0.219729915	0.14648661	25.15724373	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	-0.003522506	0.012117892	-0.061011221	-0.014090026	0.008207792	0.004297693	-0.045370823	-37.68846985	18.56844943	0.219729915	0.439459831	0	0	71.86038208	69.89929199	70.27420807	70.90867615	72.20645142	71.86038208	71.0528717	66.49622345	69.58205414	67.67864227	67.04417419	67.47676849	67.18836975	86.79927063	72.86976624
AntagonistData	2007-07-31 14:54:09.046 GMT-07:00	25.74319077	25.7578392	0	0.014648661	0.073243305	0.073243305	0	25.1865406	25.20119095	25.17189217	25.1865406	0.219729915	0.219729915	25.15724373	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.045370823	3.88E-04	3.88E-04	-0.045370823	-39.91247571	15.69582452	0.219729915	0.439459831	0	0	71.86038208	69.87045288	70.27420807	70.93751526	72.20645142	71.86038208	71.0528717	66.49622345	69.58205414	67.67864227	67.04417419	67.47676849	67.18836975	86.79927063	72.86976624
AntagonistData	2007-07-31 14:54:09.546 GMT-07:00	25.74319077	25.77248764	0	0.029297322	0.073243305	0.14648661	0.014648661	25.17189217	25.20119095	25.17189217	25.20119095	0.219729915	0.219729915	25.17189217	24.23437881	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-39.8051616	15.7402757	0.219729915	0.439459831	0	0	71.86038208	69.87045288	70.27420807	70.93751526	72.20645142	71.88922119	71.0528717	66.49622345	69.52437592	67.59212494	67.07301331	67.47676849	67.18836975	86.62622833	73.01396179
AntagonistData	2007-07-31 14:54:10.046 GMT-07:00	25.7578392	25.77248764	0.029297322	0.014648661	0.073243305	0.073243305	0.014648661	25.1865406	25.20119095	25.15724373	25.17189217	0.219729915	0.219729915	25.17189217	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.03283117	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	0.008207792	-0.003522506	-0.045370823	-40.30490865	15.22974464	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.30304718	70.93751526	72.20645142	71.88922119	71.0528717	66.46738434	69.52437592	67.59212494	67.07301331	67.47676849	67.18836975	86.62622833	73.01396179
AntagonistData	2007-07-31 14:54:10.546 GMT-07:00	25.7578392	25.77248764	0	0.014648661	0.073243305	0.14648661	0	25.1865406	25.20119095	25.17189217	25.1865406	0.29297322	0.219729915	25.17189217	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-40.34133758	15.07982053	0.439459831	0.439459831	0	0	71.88922119	69.87045288	70.30304718	70.93751526	72.20645142	71.88922119	71.02403259	66.46738434	69.58205414	67.64980316	66.98649597	67.47676849	67.18836975	86.539711	72.7832489
AntagonistData	2007-07-31 14:54:11.046 GMT-07:00	25.7578392	25.77248764	0	0.014648661	0.073243305	0.073243305	0.014648661	25.1865406	25.20119095	25.1865406	25.17189217	0.219729915	0.14648661	25.15724373	24.24902725	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	-0.003522506	3.88E-04	-0.045370823	-40.51414484	15.06758988	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.33188629	70.93751526	72.20645142	71.88922119	71.02403259	66.46738434	69.58205414	67.64980316	66.98649597	67.56328583	67.13069153	86.539711	72.7832489
AntagonistData	2007-07-31 14:54:11.546 GMT-07:00	25.74319077	25.77248764	0	0.014648661	0.073243305	0.073243305	0.014648661	25.1865406	25.20119095	25.17189217	25.1865406	0.219729915	0.14648661	25.17189217	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	0.008207792	0.012117892	-0.076653075	-0.014090026	3.88E-04	0.004297693	-0.045370823	-40.75113015	14.84033648	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.33188629	70.87983704	72.1776123	71.86038208	71.02403259	66.55390167	69.58205414	67.67864227	66.98649597	67.56328583	67.13069153	86.33783722	72.7832489
AntagonistData	2007-07-31 14:54:12.046 GMT-07:00	25.7578392	25.74319077	0.029297322	0.014648661	0.073243305	0.073243305	0	25.20119095	25.1865406	25.1865406	25.1865406	0.219729915	0.219729915	25.17189217	24.23437881	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	-0.003522506	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-40.8780396	14.80772141	0.219729915	0.439459831	0	0	71.86038208	69.89929199	70.30304718	70.87983704	72.1776123	71.86038208	71.02403259	66.55390167	69.58205414	67.67864227	66.98649597	67.56328583	67.13069153	86.33783722	72.86976624
AntagonistData	2007-07-31 14:54:12.546 GMT-07:00	25.7578392	25.7578392	0.014648661	0.014648661	0.073243305	0.073243305	0.014648661	25.1865406	25.20119095	25.1865406	25.17189217	0.219729915	0.219729915	25.17189217	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	0.008207792	3.88E-04	-0.045370823	-40.92078112	14.83849531	0.219729915	0.659189746	0	0	71.86038208	69.89929199	70.30304718	70.90867615	72.20645142	71.86038208	71.08171082	66.55390167	69.55321503	67.67864227	66.98649597	67.56328583	67.13069153	86.280159	72.86976624
AntagonistData	2007-07-31 14:54:13.046 GMT-07:00	25.7578392	25.77248764	0	0.029297322	0.073243305	0.14648661	0	25.17189217	25.20119095	25.17189217	25.17189217	0.219729915	0.219729915	25.15724373	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	-0.003522506	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-40.96983524	14.95238503	0.219729915	0.219729915	0	0	71.88922119	69.89929199	70.30304718	70.90867615	72.20645142	71.86038208	71.08171082	66.55390167	69.55321503	67.67864227	67.10185242	67.59212494	67.18836975	86.280159	72.72556305
AntagonistData	2007-07-31 14:54:13.546 GMT-07:00	25.7578392	25.77248764	0.014648661	0.029297322	0.073243305	0.073243305	0	25.1865406	25.1865406	25.1865406	25.17189217	0.219729915	0.219729915	25.17189217	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-40.92078112	14.93331574	0.219729915	0.439459831	0	0	71.88922119	69.89929199	70.30304718	70.90867615	72.20645142	71.86038208	71.08171082	66.55390167	69.55321503	67.64980316	67.10185242	67.59212494	67.18836975	86.280159	72.72556305
AntagonistData	2007-07-31 14:54:14.046 GMT-07:00	25.7578392	25.78713608	0	0.014648661	0.073243305	0.073243305	0	25.20119095	25.20119095	25.17189217	25.1865406	0.219729915	0.219729915	25.17189217	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	3.88E-04	0.008207792	-0.076653075	-0.014090026	0.008207792	3.88E-04	-0.045370823	-41.00692173	14.83034154	0	0.439459831	0	0	71.88922119	69.87045288	70.30304718	70.90867615	72.20645142	71.86038208	71.02403259	66.55390167	69.55321503	67.64980316	66.98649597	67.41909027	67.15953064	86.1071167	72.63904572
AntagonistData	2007-07-31 14:54:14.546 GMT-07:00	25.7578392	25.77248764	0	0.014648661	0.14648661	0.073243305	0	25.1865406	25.20119095	25.1865406	25.17189217	0.219729915	0.219729915	25.17189217	24.23437881	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	-0.003522506	0.008207792	-0.061011221	-0.014090026	3.88E-04	-0.003522506	-0.045370823	-40.67472146	15.05877855	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.27420807	70.93751526	72.14877319	71.86038208	71.02403259	66.55390167	69.55321503	67.67864227	66.98649597	67.41909027	67.15953064	86.1071167	72.63904572
AntagonistData	2007-07-31 14:54:15.046 GMT-07:00	25.7578392	25.78713608	0	0.014648661	0.14648661	0.073243305	0	25.1865406	25.20119095	25.17189217	25.20119095	0.219729915	0.219729915	25.17189217	24.24902725	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	-0.007432606	0.012117892	-0.076653075	-0.014090026	3.88E-04	-0.003522506	-0.045370823	-40.5169066	15.29892015	0.219729915	0.439459831	0	0	71.86038208	69.87045288	70.27420807	70.93751526	72.14877319	71.86038208	71.0528717	66.55390167	69.55321503	67.67864227	66.95765686	67.56328583	67.18836975	85.90524292	72.69672394
AntagonistData	2007-07-31 14:54:15.546 GMT-07:00	25.74319077	25.77248764	0	0.014648661	0.073243305	0.14648661	0	25.1865406	25.20119095	25.15724373	25.1865406	0.219729915	0.219729915	25.17189217	24.24902725	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.008207792	-0.045370823	-0.014090026	-0.003522506	0.004297693	-0.045370823	-40.65617822	15.1188797	0.219729915	0.439459831	0	0	71.86038208	69.87045288	70.27420807	70.93751526	72.20645142	71.86038208	71.0528717	66.49622345	69.46669769	67.67864227	66.95765686	67.56328583	67.18836975	85.90524292	72.69672394
AntagonistData	2007-07-31 14:54:16.046 GMT-07:00	25.74319077	25.7578392	0.014648661	0.014648661	0.073243305	0.14648661	0.014648661	25.1865406	25.20119095	25.1865406	25.17189217	0.219729915	0.219729915	25.17189217	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.008207792	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-41.01836331	14.51155553	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.27420807	70.93751526	72.20645142	71.86038208	71.02403259	66.49622345	69.46669769	67.67864227	67.10185242	67.5056076	67.18836975	85.70336151	72.58136749
