ExperimentControl	310	"StartTime = Jul 31, 2007 16:06:06.879"	"EndTime = Jul 31, 2007 16:07:31.894"	OperationCode = D1_B1_L1	OperationMode = 34	TestArticleName = HyDE	"Comments = ""Testing runs for HyDE for FY2007 IVHM Milestone (HyDE History=5)"""	FaultType = discrete	FaultMode = failed off	FaultLocation = INV1	FaultInjection = manual	LoadLocation = 170	LoadName = LGT6	LoadSchedule = none	LoadLocation = 171	LoadName = FAN1	LoadSchedule = none	LoadLocation = 172	LoadName = FAN3	LoadSchedule = none	LoadLocation = 173	LoadName = LGT8	LoadSchedule = none																																																											
AntagonistData	2007-07-31 16:07:00.691 GMT-07:00	25.04005432	24.74708176	24.73243332	24.67383766	120.3662109	120.3662109	24.83497429	25.2597847	25.17189217	0.014648661	0	0.219729915	0.219729915	0.014648661	24.21973038	24.08789253	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.46896743	11.50024823	1.678319825	0.012117892	-0.076653075	-0.014090026	0.008207792	0.004297693	-0.045370823	48.36139551	17.51477224	60.43946147	0.439459831	540	0	71.9180603	69.84161377	70.24536133	70.87983704	72.14877319	71.80270386	70.90867615	86.02059937	82.06958008	78.43579865	67.18836975	67.59212494	67.24604797	69.35134125	66.380867
AntagonistData	2007-07-31 16:07:01.191 GMT-07:00	25.0693531	24.67383766	24.68848801	24.62989235	120.2929688	120.3662109	24.83497429	25.24513626	25.12794685	0.029297322	0	0.219729915	0.219729915	0.014648661	24.23437881	24.07324409	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.45332704	11.45332704	1.635308366	0.012117892	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	48.23343396	17.65509595	60.43946147	0.439459831	600	0	71.94689941	69.84161377	70.30304718	70.87983704	72.14877319	71.80270386	70.90867615	86.68390656	82.06958008	78.43579865	67.18836975	67.62096405	67.30373383	69.35134125	66.380867
AntagonistData	2007-07-31 16:07:01.691 GMT-07:00	25.05470276	24.77637863	24.79102707	24.65918922	120.3662109	120.3662109	24.79102707	25.2597847	25.12794685	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.08789253	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.48460783	11.50024823	1.654858864	0.012117892	-0.045370823	-0.014090026	3.88E-04	3.88E-04	-0.045370823	48.16149669	17.41797913	60.00000238	0.219729915	540	0	71.94689941	69.84161377	70.30304718	70.87983704	72.11993408	71.80270386	70.96635437	86.68390656	82.41565704	78.69535065	67.07301331	67.62096405	67.30373383	69.32250214	66.380867
AntagonistData	2007-07-31 16:07:02.191 GMT-07:00	25.01075745	24.73243332	24.71778488	24.68848801	120.2929688	120.3662109	24.76173019	25.2597847	25.12794685	0.014648661	0	0.219729915	0.219729915	0.014648661	24.21973038	24.07324409	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.45332704	11.45332704	1.670499262	0.008207792	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	48.3273338	17.43441818	60.21972895	0.219729915	600	0	71.88922119	69.87045288	70.30304718	70.87983704	72.11993408	71.80270386	70.96635437	86.68390656	82.41565704	78.69535065	67.07301331	67.56328583	67.24604797	69.32250214	66.40970612
AntagonistData	2007-07-31 16:07:02.691 GMT-07:00	25.01075745	24.67383766	24.65918922	24.79102707	120.2929688	120.3662109	24.83497429	25.2597847	25.15724373	0	0	0.219729915	0.219729915	0.014648661	24.23437881	24.10254097	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.46896743	11.43768664	1.674409362	0.016027992	-0.045370823	-0.014090026	3.88E-04	-0.003522506	-0.045370823	48.31339349	17.4930727	60.21972895	0.439459831	540	0	71.88922119	69.87045288	70.30304718	70.87983704	72.09109497	71.77386475	70.93751526	87.34722137	82.79057312	79.0125885	67.07301331	67.56328583	67.24604797	69.32250214	66.40970612
AntagonistData	2007-07-31 16:07:03.191 GMT-07:00	25.01075745	24.82032585	24.77637863	24.77637863	120.3662109	120.3662109	24.80567551	25.2597847	25.17189217	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.11718941	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.45332704	11.45332704	1.705690523	0.012117892	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	48.26013098	17.39785774	60.21972895	0.439459831	600	0	71.88922119	69.84161377	70.30304718	70.87983704	72.09109497	71.77386475	70.93751526	87.34722137	82.79057312	79.0125885	67.04417419	67.5056076	67.21720886	69.32250214	66.32318878
AntagonistData	2007-07-31 16:07:03.691 GMT-07:00	25.02540588	24.71778488	24.67383766	24.79102707	120.2929688	120.3662109	24.84962273	25.2597847	25.17189217	0.014648661	0	0.219729915	0.219729915	0.029297322	24.23437881	24.10254097	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.40640584	11.45332704	1.658768964	0.012117892	-0.061011221	-0.014090026	-0.003522506	0.004297693	-0.045370823	48.40689879	17.55514654	60.21972895	0.439459831	540	0	71.88922119	69.84161377	70.30304718	70.85099792	72.09109497	71.74501801	70.93751526	88.01052856	83.07896423	79.27214813	67.04417419	67.5056076	67.21720886	69.32250214	66.32318878
AntagonistData	2007-07-31 16:07:04.191 GMT-07:00	24.98146057	24.73243332	24.80567551	24.70313644	120.2929688	120.3662109	24.74708176	25.2597847	25.15724373	0.029297322	0	0.219729915	0.219729915	0.029297322	24.21973038	24.11718941	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.40640584	11.43768664	1.647038665	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	48.24632218	17.51227351	60.00000238	0.439459831	600	0	71.9180603	69.84161377	70.30304718	70.85099792	72.09109497	71.74501801	70.96635437	88.01052856	83.07896423	79.27214813	67.15953064	67.59212494	67.27489471	69.32250214	66.35202789
AntagonistData	2007-07-31 16:07:04.692 GMT-07:00	25.01075745	24.68848801	24.67383766	24.62989235	120.3662109	120.3662109	24.83497429	25.2597847	25.09864998	0.014648661	0	0.219729915	0.219729915	0.014648661	24.21973038	24.08789253	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.40640584	11.48460783	1.682229925	0.012117892	-0.045370823	-0.014090026	-0.003522506	3.88E-04	-0.045370823	48.27012592	17.52095333	60.21972895	0.659189746	600	0	71.9180603	69.84161377	70.24536133	70.85099792	72.11993408	71.77386475	70.96635437	88.64499664	83.39620209	79.56053925	67.15953064	67.59212494	67.27489471	69.32250214	66.35202789
AntagonistData	2007-07-31 16:07:05.192 GMT-07:00	25.02540588	24.77637863	24.65918922	24.62989235	120.2929688	120.3662109	24.84962273	25.2597847	25.09864998	0.014648661	0	0.219729915	0.14648661	0.014648661	24.21973038	24.08789253	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.46896743	11.48460783	1.693960224	0.012117892	-0.045370823	-0.014090026	0.008207792	-0.003522506	-0.045370823	48.30944812	17.44914757	60.21972895	0.219729915	540	0	71.9180603	69.87045288	70.24536133	70.85099792	72.11993408	71.77386475	70.93751526	88.64499664	83.39620209	79.56053925	67.10185242	67.59212494	67.15953064	69.32250214	66.35202789
AntagonistData	2007-07-31 16:07:05.692 GMT-07:00	24.98146057	24.65918922	24.64454079	24.74708176	120.3662109	120.3662109	24.76173019	25.24513626	25.14259529	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.13183784	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.45332704	11.48460783	1.682229925	0.012117892	-0.045370823	-0.014090026	0.008207792	3.88E-04	-0.045370823	48.35297872	17.41192956	60.21972895	0.439459831	540	0	71.9180603	69.87045288	70.30304718	70.85099792	72.11993408	71.77386475	70.93751526	89.30831146	83.77111816	79.8777771	67.10185242	67.59212494	67.15953064	69.32250214	66.35202789
AntagonistData	2007-07-31 16:07:06.192 GMT-07:00	25.02540588	24.71778488	24.71778488	24.68848801	120.3662109	120.3662109	24.84962273	25.2597847	25.09864998	0.014648661	0	0.219729915	0.29297322	0.014648661	24.23437881	24.08789253	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.43768664	11.45332704	1.666589163	0.012117892	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	48.4865953	17.52976465	60.21972895	0.439459831	600	0	71.9180603	69.87045288	70.30304718	70.85099792	72.11993408	71.77386475	70.96635437	89.30831146	83.77111816	79.8777771	67.07301331	67.56328583	67.15953064	69.32250214	66.26551056
AntagonistData	2007-07-31 16:07:06.692 GMT-07:00	24.99610901	24.79102707	24.77637863	24.67383766	120.2929688	120.3662109	24.84962273	25.2597847	25.14259529	0.043945983	0	0.219729915	0.219729915	0.014648661	24.21973038	24.11718941	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.45332704	11.45332704	1.666589163	0.012117892	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	48.36139551	17.46690174	60.21972895	0.439459831	540	0	71.9180603	69.87045288	70.30304718	70.82215881	72.11993408	71.77386475	70.96635437	89.94277954	84.08834839	79.8777771	67.07301331	67.56328583	67.30373383	69.32250214	66.26551056
AntagonistData	2007-07-31 16:07:07.192 GMT-07:00	24.99610901	24.64454079	24.62989235	24.64454079	120.2929688	120.3662109	24.76173019	25.2597847	25.12794685	0	0	0.219729915	0.219729915	0.029297322	24.23437881	24.07324409	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.46896743	11.50024823	1.654858864	0.012117892	-0.061011221	-0.014090026	-0.003522506	3.88E-04	-0.045370823	48.56274096	17.70362402	60.00000238	0.439459831	600	0	71.86038208	69.87045288	70.30304718	70.82215881	72.11993408	71.77386475	70.90867615	89.94277954	84.08834839	80.10848999	67.15953064	67.59212494	67.30373383	69.32250214	66.35202789
AntagonistData	2007-07-31 16:07:07.692 GMT-07:00	24.9521637	24.77637863	24.76173019	24.64454079	120.3662109	120.2929688	24.73243332	25.2597847	25.14259529	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.10254097	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.46896743	11.45332704	1.690050124	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	48.41321139	17.59999227	60.21972895	0.439459831	540	0	71.86038208	69.87045288	70.27420807	70.87983704	72.14877319	71.77386475	70.90867615	90.49073029	84.43442535	80.10848999	67.15953064	67.59212494	67.27489471	69.32250214	66.35202789
AntagonistData	2007-07-31 16:07:08.192 GMT-07:00	24.98146057	24.64454079	24.64454079	24.67383766	120.3662109	120.3662109	24.70313644	25.2597847	25.14259529	0	0	0.219729915	0.219729915	0.014648661	24.21973038	24.07324409	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.35948319	11.43768664	1.678319825	0.008207792	-0.076653075	-0.014090026	3.88E-04	-0.003522506	-0.045370823	48.45858316	17.79857596	60.21972895	0.439459831	600	0	71.86038208	69.87045288	70.27420807	70.87983704	72.14877319	71.77386475	70.93751526	90.49073029	84.43442535	80.39688873	67.15953064	67.59212494	67.27489471	69.35134125	66.26551056
FaultInject	2007-07-31 16:07:08.692 GMT-07:00	INV1	Inverter	FailedOff	TRUE	Switch component off.	Discrete																																																																											
AntagonistData	2007-07-31 16:07:08.692 GMT-07:00	25.24513626	25.23048782	25.24513626	25.23048782	0.512703136	0.512703136	25.24513626	25.2597847	25.2597847	0	0	0.219729915	0.14648661	0.014648661	24.23437881	24.20508194	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	-0.003522506	0.008207792	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	14.9000431	15.00893535	17.35866368	0.439459831	540	0	71.88922119	69.84161377	70.24536133	70.85099792	72.14877319	71.77386475	70.93751526	90.89448547	84.43442535	80.39688873	67.15953064	67.59212494	67.24604797	69.35134125	66.26551056
AntagonistData	2007-07-31 16:07:09.192 GMT-07:00	25.24513626	25.2597847	25.27443314	25.2597847	0.14648661	0.219729915	25.2597847	25.24513626	25.24513626	0.014648661	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.72471696	14.85151504	14.7219047	0.439459831	420	0	71.88922119	69.84161377	70.24536133	70.85099792	72.09109497	71.77386475	70.93751526	90.89448547	84.63629913	80.48340607	67.13069153	67.59212494	67.24604797	69.35134125	66.40970612
AntagonistData	2007-07-31 16:07:09.692 GMT-07:00	25.2597847	25.2597847	25.27443314	25.2597847	0.14648661	0.14648661	25.27443314	25.27443314	25.2597847	0.014648661	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	0.008207792	0.004297693	-0.045370823	13.66080195	14.64043767	12.74433583	0.439459831	360	0	71.88922119	69.84161377	70.27420807	70.85099792	72.09109497	71.77386475	70.93751526	90.80796814	84.63629913	80.48340607	67.13069153	67.56328583	67.24604797	69.35134125	66.40970612
AntagonistData	2007-07-31 16:07:10.192 GMT-07:00	25.27443314	25.27443314	25.30373001	25.27443314	0.14648661	0.14648661	25.28908157	25.2597847	25.2597847	0.014648661	0.014648661	0.219729915	0.219729915	0.014648661	24.21973038	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.77548074	14.66042755	10.76676622	0.439459831	360	0	71.88922119	69.84161377	70.27420807	70.85099792	72.11993408	71.80270386	70.90867615	90.80796814	84.57862091	80.36804962	67.04417419	67.56328583	67.24604797	69.32250214	66.40970612
AntagonistData	2007-07-31 16:07:10.692 GMT-07:00	25.28908157	25.28908157	25.30373001	25.28908157	0.073243305	0.14648661	25.28908157	25.2597847	25.2597847	0	0.014648661	0.219729915	0.14648661	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.88858139	14.81745333	9.448386729	0.439459831	300	0	71.88922119	69.84161377	70.27420807	70.85099792	72.11993408	71.80270386	70.90867615	90.80796814	84.57862091	80.36804962	67.04417419	67.59212494	67.24604797	69.32250214	66.35202789
AntagonistData	2007-07-31 16:07:11.192 GMT-07:00	25.28908157	25.28908157	25.31838036	25.30373001	0.14648661	0.14648661	25.31838036	25.2597847	25.27443314	0.029297322	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.008207792	-0.045370823	-0.014090026	3.88E-04	3.88E-04	-0.061011221	13.55914288	14.75419587	9.668116271	0.219729915	300	0	71.88922119	69.84161377	70.27420807	70.85099792	72.09109497	71.74501801	70.96635437	90.63492584	84.49210358	80.36804962	67.04417419	67.59212494	67.24604797	69.35134125	66.35202789
AntagonistData	2007-07-31 16:07:11.692 GMT-07:00	25.30373001	25.30373001	25.28908157	25.28908157	0.14648661	0.073243305	25.31838036	25.2597847	25.2597847	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.016027992	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	13.51271901	14.56915796	0.439459831	0.439459831	240	0	71.9180603	69.84161377	70.30304718	70.85099792	72.09109497	71.74501801	70.96635437	90.63492584	84.49210358	80.36804962	67.15953064	67.56328583	67.24604797	69.35134125	66.380867
AntagonistData	2007-07-31 16:07:12.192 GMT-07:00	25.31838036	25.31838036	25.33302879	25.30373001	0.073243305	0.14648661	25.30373001	25.2597847	25.27443314	0	0	0.219729915	0.219729915	0.014648661	24.21973038	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	13.20931995	14.08755962	0.219729915	0.439459831	240	0	71.9180603	69.84161377	70.30304718	70.85099792	72.09109497	71.77386475	70.93751526	90.49073029	84.43442535	80.28153229	67.15953064	67.56328583	67.24604797	69.35134125	66.380867
AntagonistData	2007-07-31 16:07:12.692 GMT-07:00	25.31838036	25.31838036	25.31838036	25.31838036	0.073243305	0.073243305	25.31838036	25.24513626	25.2597847	0.029297322	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.03283117	0.079752365	3.88E-04	0.008207792	-0.061011221	-0.014090026	3.88E-04	0.004297693	-0.045370823	13.13501545	13.97537956	0.439459831	0.439459831	180	0	71.86038208	69.84161377	70.30304718	70.85099792	72.09109497	71.77386475	70.93751526	90.49073029	84.43442535	80.28153229	67.10185242	67.59212494	67.21720886	69.35134125	66.35202789
AntagonistData	2007-07-31 16:07:13.197 GMT-07:00	25.31838036	25.31838036	25.31838036	25.31838036	0.073243305	0.14648661	25.33302879	25.24513626	25.24513626	0.014648661	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.23437881	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	-0.003522506	0.008207792	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	12.88818695	13.95293141	0.219729915	0.439459831	180	0	71.86038208	69.84161377	70.30304718	70.85099792	72.11993408	71.80270386	70.93751526	90.37537384	84.40558624	80.25269318	67.10185242	67.59212494	67.21720886	69.35134125	66.35202789
AntagonistData	2007-07-31 16:07:13.697 GMT-07:00	25.33302879	25.31838036	25.31838036	25.31838036	0.073243305	0.073243305	25.33302879	25.2597847	25.2597847	0.014648661	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.23437881	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.008207792	-0.061011221	-0.014090026	-0.003522506	0.004297693	-0.045370823	12.79808073	13.661328	0.219729915	0.439459831	180	0	71.9180603	69.87045288	70.30304718	70.85099792	72.11993408	71.80270386	70.93751526	90.37537384	84.40558624	80.25269318	67.13069153	67.59212494	67.21720886	69.35134125	66.380867
AntagonistData	2007-07-31 16:07:14.197 GMT-07:00	25.31838036	25.34767723	25.34767723	25.31838036	0.14648661	0.14648661	25.34767723	25.2597847	25.2597847	0	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.0600534	13.72971443	0.219729915	0.439459831	180	0	71.9180603	69.87045288	70.27420807	70.85099792	72.11993408	71.80270386	70.93751526	90.17349243	84.26139069	80.10848999	67.13069153	67.59212494	67.21720886	69.35134125	66.380867
AntagonistData	2007-07-31 16:07:14.697 GMT-07:00	25.33302879	25.34767723	25.34767723	25.31838036	0.14648661	0.073243305	25.34767723	25.24513626	25.2597847	0.043945983	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.23437881	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	-0.003522506	0.004297693	-0.045370823	13.03164672	13.84557684	0	0.439459831	180	0	71.88922119	69.87045288	70.27420807	70.85099792	72.11993408	71.80270386	70.93751526	90.17349243	84.26139069	80.10848999	67.13069153	67.56328583	67.24604797	69.35134125	66.380867
AntagonistData	2007-07-31 16:07:15.197 GMT-07:00	25.33302879	25.34767723	25.34767723	25.33302879	0.14648661	0.073243305	25.34767723	25.2597847	25.2597847	0.014648661	0.014648661	0.219729915	0.219729915	0.014648661	24.24902725	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.14448434	14.21078672	0	0.439459831	120	0	71.88922119	69.84161377	70.27420807	70.85099792	72.11993408	71.80270386	70.93751526	89.88510132	84.26139069	80.10848999	67.13069153	67.56328583	67.24604797	69.35134125	66.380867
AntagonistData	2007-07-31 16:07:15.697 GMT-07:00	25.34767723	25.34767723	25.34767723	25.33302879	0.14648661	0.14648661	25.34767723	25.2597847	25.2597847	0.014648661	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.29953744	14.35321463	0.219729915	0.439459831	120	0	71.86038208	69.84161377	70.27420807	70.85099792	72.11993408	71.83154297	70.93751526	89.88510132	84.26139069	80.07965088	67.10185242	67.64980316	67.24604797	69.32250214	66.380867
AntagonistData	2007-07-31 16:07:16.197 GMT-07:00	25.34767723	25.36232567	25.34767723	25.34767723	0.073243305	0.073243305	25.34767723	25.24513626	25.2597847	0	0	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.03283117	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.36674027	14.4963001	0.219729915	0.439459831	120	0	71.86038208	69.87045288	70.30304718	70.85099792	72.14877319	71.83154297	70.93751526	89.76974487	84.20370483	80.07965088	67.10185242	67.64980316	67.24604797	69.32250214	66.380867
AntagonistData	2007-07-31 16:07:16.697 GMT-07:00	25.34767723	25.36232567	25.37697411	25.34767723	0.073243305	0.073243305	25.36232567	25.24513626	25.24513626	0.029297322	0.014648661	0.219729915	0.219729915	0.029297322	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.008207792	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.061011221	13.2832299	14.33769617	0.219729915	0.439459831	120	0	71.9180603	69.87045288	70.30304718	70.85099792	72.14877319	71.80270386	70.93751526	89.76974487	84.20370483	80.02197266	67.07301331	67.56328583	67.24604797	69.35134125	66.46738434
AntagonistData	2007-07-31 16:07:17.197 GMT-07:00	25.34767723	25.36232567	25.36232567	25.34767723	0.073243305	0.073243305	25.36232567	25.24513626	25.2597847	0.029297322	0	0.219729915	0.219729915	0.014648661	24.24902725	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.03283117	0.079752365	3.88E-04	0.008207792	-0.076653075	-0.014090026	-0.003522506	3.88E-04	-0.045370823	13.52179336	14.51300217	0.219729915	0.439459831	120	0	71.9180603	69.84161377	70.27420807	70.87983704	72.14877319	71.80270386	70.93751526	89.53902435	84.1171875	80.02197266	67.07301331	67.56328583	67.30373383	69.35134125	66.46738434
AntagonistData	2007-07-31 16:07:17.697 GMT-07:00	25.36232567	25.36232567	25.36232567	25.36232567	0.073243305	0.14648661	25.37697411	25.2597847	25.2597847	0.014648661	0.014648661	0.29297322	0.219729915	0.014648661	24.24902725	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	13.23825267	14.36426167	0.219729915	0.439459831	120	0	71.9180603	69.84161377	70.27420807	70.87983704	72.11993408	71.77386475	70.93751526	89.53902435	84.1171875	79.93545532	67.07301331	67.56328583	67.30373383	69.35134125	66.43854523
AntagonistData	2007-07-31 16:07:18.197 GMT-07:00	25.36232567	25.37697411	25.37697411	25.36232567	0.073243305	0.073243305	25.36232567	25.2597847	25.2597847	0.029297322	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.03283117	0.079752365	-0.003522506	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.12975496	14.28088282	0.219729915	0.219729915	60	0	71.86038208	69.84161377	70.27420807	70.85099792	72.11993408	71.77386475	70.93751526	89.42366791	84.1171875	79.93545532	67.07301331	67.59212494	67.24604797	69.35134125	66.43854523
